Tipo de jornada;Comunidades y Ciudades Autonómas;Decil;Periodo;Total;Total_num
Total;15 Navarra, Comunidad Foral de;Total decil;2008;1.870,66  ;1870.66
Total;15 Navarra, Comunidad Foral de;Total decil;2007;1.857,46  ;1857.46
Total;15 Navarra, Comunidad Foral de;Total decil;2006;1.784,47  ;1784.47
Total;15 Navarra, Comunidad Foral de;1;2022;652,54  ;652.54
Total;15 Navarra, Comunidad Foral de;1;2021;585,43  ;585.43
Total;15 Navarra, Comunidad Foral de;1;2020;463,21  ;463.21
Total;15 Navarra, Comunidad Foral de;1;2019;489,64  ;489.64
Total;15 Navarra, Comunidad Foral de;1;2018;457,31  ;457.31
Total;15 Navarra, Comunidad Foral de;1;2017;453,66  ;453.66
Total;15 Navarra, Comunidad Foral de;1;2016;436,85  ;436.85
Total;15 Navarra, Comunidad Foral de;1;2015;414,55  ;414.55
Total;15 Navarra, Comunidad Foral de;1;2014;411,31  ;411.31
Total;15 Navarra, Comunidad Foral de;1;2013;391,36  ;391.36
Total;15 Navarra, Comunidad Foral de;1;2012;445,62  ;445.62
Total;15 Navarra, Comunidad Foral de;1;2011;468,49  ;468.49
Total;15 Navarra, Comunidad Foral de;1;2010;507,51  ;507.51
Total;15 Navarra, Comunidad Foral de;1;2009;441,08  ;441.08
Total;15 Navarra, Comunidad Foral de;1;2008;480,73  ;480.73
Total;15 Navarra, Comunidad Foral de;1;2007;487,79  ;487.79
Total;15 Navarra, Comunidad Foral de;1;2006;453,03  ;453.03
Total;15 Navarra, Comunidad Foral de;2;2022;1.094,62  ;1094.62
Total;15 Navarra, Comunidad Foral de;2;2021;1.003,00  ;1003,00
Total;15 Navarra, Comunidad Foral de;2;2020;1.026,00  ;1026,00
Total;15 Navarra, Comunidad Foral de;2;2019;972,42  ;972.42
Total;15 Navarra, Comunidad Foral de;2;2018;908,63  ;908.63
Total;15 Navarra, Comunidad Foral de;2;2017;876,62  ;876.62
Total;15 Navarra, Comunidad Foral de;2;2016;842,62  ;842.62
Total;15 Navarra, Comunidad Foral de;2;2015;813,05  ;813.05
Total;15 Navarra, Comunidad Foral de;2;2014;833,12  ;833.12
Total;15 Navarra, Comunidad Foral de;2;2013;822,26  ;822.26
Total;15 Navarra, Comunidad Foral de;2;2012;866,40  ;866.4
Total;15 Navarra, Comunidad Foral de;2;2011;854,83  ;854.83
Total;15 Navarra, Comunidad Foral de;2;2010;875,17  ;875.17
Total;15 Navarra, Comunidad Foral de;2;2009;872,80  ;872.8
Total;15 Navarra, Comunidad Foral de;2;2008;884,22  ;884.22
Total;15 Navarra, Comunidad Foral de;2;2007;846,61  ;846.61
Total;15 Navarra, Comunidad Foral de;2;2006;799,86  ;799.86
Total;15 Navarra, Comunidad Foral de;3;2022;1.346,13  ;1346.13
Total;15 Navarra, Comunidad Foral de;3;2021;1.278,36  ;1278.36
Total;15 Navarra, Comunidad Foral de;3;2020;1.228,20  ;1228.2
Total;15 Navarra, Comunidad Foral de;3;2019;1.224,18  ;1224.18
Total;15 Navarra, Comunidad Foral de;3;2018;1.145,99  ;1145.99
Total;15 Navarra, Comunidad Foral de;3;2017;1.108,49  ;1108.49
Total;15 Navarra, Comunidad Foral de;3;2016;1.137,95  ;1137.95
Total;15 Navarra, Comunidad Foral de;3;2015;1.093,13  ;1093.13
Total;15 Navarra, Comunidad Foral de;3;2014;1.102,49  ;1102.49
Total;15 Navarra, Comunidad Foral de;3;2013;1.119,13  ;1119.13
Total;15 Navarra, Comunidad Foral de;3;2012;1.132,14  ;1132.14
Total;15 Navarra, Comunidad Foral de;3;2011;1.124,73  ;1124.73
Total;15 Navarra, Comunidad Foral de;3;2010;1.158,56  ;1158.56
Total;15 Navarra, Comunidad Foral de;3;2009;1.117,21  ;1117.21
Total;15 Navarra, Comunidad Foral de;3;2008;1.116,39  ;1116.39
Total;15 Navarra, Comunidad Foral de;3;2007;1.055,01  ;1055.01
Total;15 Navarra, Comunidad Foral de;3;2006;998,20  ;998.2
Total;15 Navarra, Comunidad Foral de;4;2022;1.524,06  ;1524.06
Total;15 Navarra, Comunidad Foral de;4;2021;1.464,16  ;1464.16
Total;15 Navarra, Comunidad Foral de;4;2020;1.422,32  ;1422.32
Total;15 Navarra, Comunidad Foral de;4;2019;1.422,21  ;1422.21
Total;15 Navarra, Comunidad Foral de;4;2018;1.356,28  ;1356.28
Total;15 Navarra, Comunidad Foral de;4;2017;1.327,09  ;1327.09
Total;15 Navarra, Comunidad Foral de;4;2016;1.340,78  ;1340.78
Total;15 Navarra, Comunidad Foral de;4;2015;1.320,13  ;1320.13
Total;15 Navarra, Comunidad Foral de;4;2014;1.331,90  ;1331.9
Total;15 Navarra, Comunidad Foral de;4;2013;1.310,10  ;1310.1
Total;15 Navarra, Comunidad Foral de;4;2012;1.328,53  ;1328.53
Total;15 Navarra, Comunidad Foral de;4;2011;1.310,36  ;1310.36
Total;15 Navarra, Comunidad Foral de;4;2010;1.326,42  ;1326.42
Total;15 Navarra, Comunidad Foral de;4;2009;1.287,90  ;1287.9
Total;15 Navarra, Comunidad Foral de;4;2008;1.269,61  ;1269.61
Total;15 Navarra, Comunidad Foral de;4;2007;1.197,88  ;1197.88
Total;15 Navarra, Comunidad Foral de;4;2006;1.150,12  ;1150.12
Total;15 Navarra, Comunidad Foral de;5;2022;1.734,24  ;1734.24
Total;15 Navarra, Comunidad Foral de;5;2021;1.665,75  ;1665.75
Total;15 Navarra, Comunidad Foral de;5;2020;1.592,71  ;1592.71
Total;15 Navarra, Comunidad Foral de;5;2019;1.594,34  ;1594.34
Total;15 Navarra, Comunidad Foral de;5;2018;1.551,17  ;1551.17
Total;15 Navarra, Comunidad Foral de;5;2017;1.489,42  ;1489.42
Total;15 Navarra, Comunidad Foral de;5;2016;1.511,99  ;1511.99
Total;15 Navarra, Comunidad Foral de;5;2015;1.487,65  ;1487.65
Total;15 Navarra, Comunidad Foral de;5;2014;1.512,76  ;1512.76
Total;15 Navarra, Comunidad Foral de;5;2013;1.519,60  ;1519.6
Total;15 Navarra, Comunidad Foral de;5;2012;1.492,15  ;1492.15
Total;15 Navarra, Comunidad Foral de;5;2011;1.478,29  ;1478.29
Total;15 Navarra, Comunidad Foral de;5;2010;1.475,10  ;1475.1
Total;15 Navarra, Comunidad Foral de;5;2009;1.447,08  ;1447.08
Total;15 Navarra, Comunidad Foral de;5;2008;1.417,95  ;1417.95
Total;15 Navarra, Comunidad Foral de;5;2007;1.344,53  ;1344.53
Total;15 Navarra, Comunidad Foral de;5;2006;1.269,07  ;1269.07
Total;15 Navarra, Comunidad Foral de;6;2022;1.914,99  ;1914.99
Total;15 Navarra, Comunidad Foral de;6;2021;1.879,54  ;1879.54
Total;15 Navarra, Comunidad Foral de;6;2020;1.825,72  ;1825.72
Total;15 Navarra, Comunidad Foral de;6;2019;1.790,96  ;1790.96
Total;15 Navarra, Comunidad Foral de;6;2018;1.777,68  ;1777.68
Total;15 Navarra, Comunidad Foral de;6;2017;1.711,42  ;1711.42
Total;15 Navarra, Comunidad Foral de;6;2016;1.707,09  ;1707.09
Total;15 Navarra, Comunidad Foral de;6;2015;1.714,73  ;1714.73
Total;15 Navarra, Comunidad Foral de;6;2014;1.712,75  ;1712.75
Total;15 Navarra, Comunidad Foral de;6;2013;1.703,95  ;1703.95
Total;15 Navarra, Comunidad Foral de;6;2012;1.693,20  ;1693.2
Total;15 Navarra, Comunidad Foral de;6;2011;1.674,90  ;1674.9
Total;15 Navarra, Comunidad Foral de;6;2010;1.672,40  ;1672.4
Total;15 Navarra, Comunidad Foral de;6;2009;1.643,66  ;1643.66
Total;15 Navarra, Comunidad Foral de;6;2008;1.582,34  ;1582.34
Total;15 Navarra, Comunidad Foral de;6;2007;1.490,53  ;1490.53
Total;15 Navarra, Comunidad Foral de;6;2006;1.418,82  ;1418.82
Total;15 Navarra, Comunidad Foral de;7;2022;2.224,24  ;2224.24
Total;15 Navarra, Comunidad Foral de;7;2021;2.164,96  ;2164.96
Total;15 Navarra, Comunidad Foral de;7;2020;2.117,07  ;2117.07
Total;15 Navarra, Comunidad Foral de;7;2019;2.066,52  ;2066.52
Total;15 Navarra, Comunidad Foral de;7;2018;2.001,03  ;2001.03
Total;15 Navarra, Comunidad Foral de;7;2017;1.965,57  ;1965.57
Total;15 Navarra, Comunidad Foral de;7;2016;1.973,99  ;1973.99
Total;15 Navarra, Comunidad Foral de;7;2015;1.972,41  ;1972.41
Total;15 Navarra, Comunidad Foral de;7;2014;1.987,74  ;1987.74
Total;15 Navarra, Comunidad Foral de;7;2013;1.974,40  ;1974.4
Total;15 Navarra, Comunidad Foral de;7;2012;1.927,27  ;1927.27
Total;15 Navarra, Comunidad Foral de;7;2011;1.917,76  ;1917.76
Total;15 Navarra, Comunidad Foral de;7;2010;1.935,76  ;1935.76
Total;15 Navarra, Comunidad Foral de;7;2009;1.875,69  ;1875.69
Total;15 Navarra, Comunidad Foral de;7;2008;1.804,58  ;1804.58
Total;15 Navarra, Comunidad Foral de;7;2007;1.706,68  ;1706.68
Total;15 Navarra, Comunidad Foral de;7;2006;1.630,45  ;1630.45
Total;15 Navarra, Comunidad Foral de;8;2022;2.596,71  ;2596.71
Total;15 Navarra, Comunidad Foral de;8;2021;2.567,44  ;2567.44
Total;15 Navarra, Comunidad Foral de;8;2020;2.555,51  ;2555.51
Total;15 Navarra, Comunidad Foral de;8;2019;2.436,30  ;2436.3
Total;15 Navarra, Comunidad Foral de;8;2018;2.415,35  ;2415.35
Total;15 Navarra, Comunidad Foral de;8;2017;2.356,92  ;2356.92
Total;15 Navarra, Comunidad Foral de;8;2016;2.356,09  ;2356.09
Total;15 Navarra, Comunidad Foral de;8;2015;2.385,10  ;2385.1
Total;15 Navarra, Comunidad Foral de;8;2014;2.408,90  ;2408.9
Total;15 Navarra, Comunidad Foral de;8;2013;2.355,04  ;2355.04
Total;15 Navarra, Comunidad Foral de;8;2012;2.316,11  ;2316.11
Total;15 Navarra, Comunidad Foral de;8;2011;2.266,15  ;2266.15
Total;15 Navarra, Comunidad Foral de;8;2010;2.312,95  ;2312.95
Total;15 Navarra, Comunidad Foral de;8;2009;2.247,73  ;2247.73
Total;15 Navarra, Comunidad Foral de;8;2008;2.144,23  ;2144.23
Total;15 Navarra, Comunidad Foral de;8;2007;2.035,15  ;2035.15
Total;15 Navarra, Comunidad Foral de;8;2006;1.957,28  ;1957.28
Total;15 Navarra, Comunidad Foral de;9;2022;3.203,57  ;3203.57
Total;15 Navarra, Comunidad Foral de;9;2021;3.146,36  ;3146.36
Total;15 Navarra, Comunidad Foral de;9;2020;3.141,11  ;3141.11
Total;15 Navarra, Comunidad Foral de;9;2019;3.033,04  ;3033.04
Total;15 Navarra, Comunidad Foral de;9;2018;3.058,69  ;3058.69
Total;15 Navarra, Comunidad Foral de;9;2017;2.970,81  ;2970.81
Total;15 Navarra, Comunidad Foral de;9;2016;2.966,70  ;2966.7
Total;15 Navarra, Comunidad Foral de;9;2015;2.946,78  ;2946.78
Total;15 Navarra, Comunidad Foral de;9;2014;2.937,23  ;2937.23
Total;15 Navarra, Comunidad Foral de;9;2013;2.930,27  ;2930.27
Total;15 Navarra, Comunidad Foral de;9;2012;2.856,65  ;2856.65
Total;15 Navarra, Comunidad Foral de;9;2011;2.836,93  ;2836.93
Total;15 Navarra, Comunidad Foral de;9;2010;2.844,63  ;2844.63
Total;15 Navarra, Comunidad Foral de;9;2009;2.752,78  ;2752.78
Total;15 Navarra, Comunidad Foral de;9;2008;2.684,88  ;2684.88
Total;15 Navarra, Comunidad Foral de;9;2007;2.608,98  ;2608.98
Total;15 Navarra, Comunidad Foral de;9;2006;2.440,18  ;2440.18
Total;15 Navarra, Comunidad Foral de;10;2022;4.701,68  ;4701.68
Total;15 Navarra, Comunidad Foral de;10;2021;4.994,58  ;4994.58
Total;15 Navarra, Comunidad Foral de;10;2020;4.854,96  ;4854.96
Total;15 Navarra, Comunidad Foral de;10;2019;4.543,18  ;4543.18
Total;15 Navarra, Comunidad Foral de;10;2018;4.374,76  ;4374.76
Total;15 Navarra, Comunidad Foral de;10;2017;4.300,98  ;4300.98
Total;15 Navarra, Comunidad Foral de;10;2016;4.401,00  ;4401,00
Total;15 Navarra, Comunidad Foral de;10;2015;4.453,33  ;4453.33
Total;15 Navarra, Comunidad Foral de;10;2014;4.530,58  ;4530.58
Total;15 Navarra, Comunidad Foral de;10;2013;4.293,39  ;4293.39
Total;15 Navarra, Comunidad Foral de;10;2012;4.462,91  ;4462.91
Total;15 Navarra, Comunidad Foral de;10;2011;4.363,26  ;4363.26
Total;15 Navarra, Comunidad Foral de;10;2010;4.513,40  ;4513.4
Total;15 Navarra, Comunidad Foral de;10;2009;4.220,51  ;4220.51
Total;15 Navarra, Comunidad Foral de;10;2008;4.004,91  ;4004.91
Total;15 Navarra, Comunidad Foral de;10;2007;3.777,40  ;3777.4
Total;15 Navarra, Comunidad Foral de;10;2006;3.661,70  ;3661.7
Total;16 País Vasco;Total decil;2022;2.545,83  ;2545.83
Total;16 País Vasco;Total decil;2021;2.452,89  ;2452.89
Total;16 País Vasco;Total decil;2020;2.278,82  ;2278.82
Total;16 País Vasco;Total decil;2019;2.332,63  ;2332.63
Total;16 País Vasco;Total decil;2018;2.241,80  ;2241.8
Total;16 País Vasco;Total decil;2017;2.208,82  ;2208.82
Total;16 País Vasco;Total decil;2016;2.235,17  ;2235.17
Total;16 País Vasco;Total decil;2015;2.250,20  ;2250.2
Total;16 País Vasco;Total decil;2014;2.147,18  ;2147.18
Total;16 País Vasco;Total decil;2013;2.161,98  ;2161.98
Total;16 País Vasco;Total decil;2012;2.131,21  ;2131.21
Total;16 País Vasco;Total decil;2011;2.114,67  ;2114.67
Total;16 País Vasco;Total decil;2010;2.097,72  ;2097.72
Total;16 País Vasco;Total decil;2009;2.118,47  ;2118.47
Total;16 País Vasco;Total decil;2008;2.112,64  ;2112.64
Total;16 País Vasco;Total decil;2007;1.930,90  ;1930.9
Total;16 País Vasco;Total decil;2006;1.896,94  ;1896.94
Total;16 País Vasco;1;2022;602,42  ;602.42
Total;16 País Vasco;1;2021;532,31  ;532.31
Total;16 País Vasco;1;2020;509,28  ;509.28
Total;16 País Vasco;1;2019;506,08  ;506.08
Total;16 País Vasco;1;2018;452,26  ;452.26
Total;16 País Vasco;1;2017;421,47  ;421.47
Total;16 País Vasco;1;2016;450,16  ;450.16
Total;16 País Vasco;1;2015;449,00  ;449,00
Total;16 País Vasco;1;2014;399,33  ;399.33
Total;16 País Vasco;1;2013;382,32  ;382.32
Total;16 País Vasco;1;2012;471,61  ;471.61
Total;16 País Vasco;1;2011;443,31  ;443.31
Total;16 País Vasco;1;2010;483,56  ;483.56
Total;16 País Vasco;1;2009;460,68  ;460.68
Total;16 País Vasco;1;2008;475,24  ;475.24
Total;16 País Vasco;1;2007;500,82  ;500.82
Total;16 País Vasco;1;2006;470,15  ;470.15
Total;16 País Vasco;2;2022;1.108,75  ;1108.75
Total;16 País Vasco;2;2021;1.044,88  ;1044.88
Total;16 País Vasco;2;2020;1.009,02  ;1009.02
Total;16 País Vasco;2;2019;986,53  ;986.53
Total;16 País Vasco;2;2018;896,84  ;896.84
Total;16 País Vasco;2;2017;856,97  ;856.97
Total;16 País Vasco;2;2016;851,07  ;851.07
Total;16 País Vasco;2;2015;830,92  ;830.92
Total;16 País Vasco;2;2014;815,51  ;815.51
Total;16 País Vasco;2;2013;844,71  ;844.71
Total;16 País Vasco;2;2012;832,12  ;832.12
Total;16 País Vasco;2;2011;853,65  ;853.65
Total;16 País Vasco;2;2010;884,16  ;884.16
Total;16 País Vasco;2;2009;861,49  ;861.49
Total;16 País Vasco;2;2008;879,60  ;879.6
Total;16 País Vasco;2;2007;841,26  ;841.26
Total;16 País Vasco;2;2006;803,21  ;803.21
Total;16 País Vasco;3;2022;1.337,03  ;1337.03
Total;16 País Vasco;3;2021;1.277,26  ;1277.26
Total;16 País Vasco;3;2020;1.238,74  ;1238.74
Total;16 País Vasco;3;2019;1.219,05  ;1219.05
Total;16 País Vasco;3;2018;1.146,41  ;1146.41
Total;16 País Vasco;3;2017;1.128,76  ;1128.76
Total;16 País Vasco;3;2016;1.127,25  ;1127.25
Total;16 País Vasco;3;2015;1.093,05  ;1093.05
Total;16 País Vasco;3;2014;1.105,97  ;1105.97
Total;16 País Vasco;3;2013;1.099,06  ;1099.06
Total;16 País Vasco;3;2012;1.127,20  ;1127.2
Total;16 País Vasco;3;2011;1.112,16  ;1112.16
Total;16 País Vasco;3;2010;1.143,44  ;1143.44
Total;16 País Vasco;3;2009;1.126,87  ;1126.87
Total;16 País Vasco;3;2008;1.118,63  ;1118.63
Total;16 País Vasco;3;2007;1.059,23  ;1059.23
Total;16 País Vasco;3;2006;1.009,85  ;1009.85
Total;16 País Vasco;4;2022;1.527,87  ;1527.87
Total;16 País Vasco;4;2021;1.460,27  ;1460.27
Total;16 País Vasco;4;2020;1.433,59  ;1433.59
Total;16 País Vasco;4;2019;1.419,86  ;1419.86
Total;16 País Vasco;4;2018;1.357,53  ;1357.53
Total;16 País Vasco;4;2017;1.321,51  ;1321.51
Total;16 País Vasco;4;2016;1.330,96  ;1330.96
Total;16 País Vasco;4;2015;1.314,53  ;1314.53
Total;16 País Vasco;4;2014;1.327,49  ;1327.49
Total;16 País Vasco;4;2013;1.317,81  ;1317.81
Total;16 País Vasco;4;2012;1.323,68  ;1323.68
Total;16 País Vasco;4;2011;1.309,14  ;1309.14
Total;16 País Vasco;4;2010;1.314,58  ;1314.58
Total;16 País Vasco;4;2009;1.294,49  ;1294.49
Total;16 País Vasco;4;2008;1.272,28  ;1272.28
Total;16 País Vasco;4;2007;1.209,16  ;1209.16
Total;16 País Vasco;4;2006;1.143,60  ;1143.6
Total;16 País Vasco;5;2022;1.726,32  ;1726.32
Total;16 País Vasco;5;2021;1.652,53  ;1652.53
Total;16 País Vasco;5;2020;1.613,21  ;1613.21
Total;16 País Vasco;5;2019;1.602,49  ;1602.49
Total;16 País Vasco;5;2018;1.559,81  ;1559.81
Total;16 País Vasco;5;2017;1.502,28  ;1502.28
Total;16 País Vasco;5;2016;1.509,82  ;1509.82
Total;16 País Vasco;5;2015;1.507,02  ;1507.02
Total;16 País Vasco;5;2014;1.503,21  ;1503.21
Total;16 País Vasco;5;2013;1.518,06  ;1518.06
Total;16 País Vasco;5;2012;1.494,78  ;1494.78
Total;16 País Vasco;5;2011;1.491,21  ;1491.21
Total;16 País Vasco;5;2010;1.485,15  ;1485.15
Total;16 País Vasco;5;2009;1.443,17  ;1443.17
Total;16 País Vasco;5;2008;1.407,79  ;1407.79
Total;16 País Vasco;5;2007;1.331,14  ;1331.14
Total;16 País Vasco;5;2006;1.269,62  ;1269.62
Total;16 País Vasco;6;2022;1.931,45  ;1931.45
Total;16 País Vasco;6;2021;1.882,85  ;1882.85
Total;16 País Vasco;6;2020;1.826,24  ;1826.24
Total;16 País Vasco;6;2019;1.795,87  ;1795.87
Total;16 País Vasco;6;2018;1.757,34  ;1757.34
Total;16 País Vasco;6;2017;1.695,07  ;1695.07
Total;16 País Vasco;6;2016;1.720,30  ;1720.3
Total;16 País Vasco;6;2015;1.704,01  ;1704.01
Total;16 País Vasco;6;2014;1.718,61  ;1718.61
Total;16 País Vasco;6;2013;1.716,37  ;1716.37
Total;16 País Vasco;6;2012;1.697,21  ;1697.21
Total;16 País Vasco;6;2011;1.674,72  ;1674.72
Total;16 País Vasco;6;2010;1.681,53  ;1681.53
Total;16 País Vasco;6;2009;1.627,77  ;1627.77
Total;16 País Vasco;6;2008;1.585,41  ;1585.41
Total;16 País Vasco;6;2007;1.497,48  ;1497.48
Total;16 País Vasco;6;2006;1.420,76  ;1420.76
Total;16 País Vasco;7;2022;2.195,75  ;2195.75
Total;16 País Vasco;7;2021;2.152,63  ;2152.63
Total;16 País Vasco;7;2020;2.112,03  ;2112.03
Total;16 País Vasco;7;2019;2.061,07  ;2061.07
Total;16 País Vasco;7;2018;2.026,78  ;2026.78
Total;16 País Vasco;7;2017;1.974,05  ;1974.05
Total;16 País Vasco;7;2016;1.978,58  ;1978.58
Total;16 País Vasco;7;2015;1.964,71  ;1964.71
Total;16 País Vasco;7;2014;2.007,77  ;2007.77
Total;16 País Vasco;7;2013;1.980,51  ;1980.51
Total;16 País Vasco;7;2012;1.942,55  ;1942.55
Total;16 País Vasco;7;2011;1.937,30  ;1937.3
Total;16 País Vasco;7;2010;1.919,72  ;1919.72
Total;16 País Vasco;7;2009;1.878,72  ;1878.72
Total;16 País Vasco;7;2008;1.803,71  ;1803.71
Total;16 País Vasco;7;2007;1.706,03  ;1706.03
Total;16 País Vasco;7;2006;1.649,78  ;1649.78
Total;16 País Vasco;8;2022;2.591,26  ;2591.26
Total;16 País Vasco;8;2021;2.582,74  ;2582.74
Total;16 País Vasco;8;2020;2.538,58  ;2538.58
Total;16 País Vasco;8;2019;2.433,01  ;2433.01
Total;16 País Vasco;8;2018;2.412,52  ;2412.52
Total;16 País Vasco;8;2017;2.374,36  ;2374.36
Total;16 País Vasco;8;2016;2.369,01  ;2369.01
Total;16 País Vasco;8;2015;2.367,59  ;2367.59
Total;16 País Vasco;8;2014;2.378,29  ;2378.29
Total;16 País Vasco;8;2013;2.365,43  ;2365.43
Total;16 País Vasco;8;2012;2.309,96  ;2309.96
Total;16 País Vasco;8;2011;2.282,70  ;2282.7
Total;16 País Vasco;8;2010;2.290,81  ;2290.81
Total;16 País Vasco;8;2009;2.243,95  ;2243.95
Total;16 País Vasco;8;2008;2.135,25  ;2135.25
Total;16 País Vasco;8;2007;2.048,31  ;2048.31
Total;16 País Vasco;8;2006;1.970,77  ;1970.77
Total;16 País Vasco;9;2022;3.241,69  ;3241.69
Total;16 País Vasco;9;2021;3.203,36  ;3203.36
Total;16 País Vasco;9;2020;3.168,22  ;3168.22
Total;16 País Vasco;9;2019;3.074,54  ;3074.54
Total;16 País Vasco;9;2018;3.026,99  ;3026.99
Total;16 País Vasco;9;2017;2.950,19  ;2950.19
Total;16 País Vasco;9;2016;2.931,77  ;2931.77
Total;16 País Vasco;9;2015;2.971,71  ;2971.71
Total;16 País Vasco;9;2014;2.959,49  ;2959.49
Total;16 País Vasco;9;2013;2.916,85  ;2916.85
Total;16 País Vasco;9;2012;2.832,02  ;2832.02
Total;16 País Vasco;9;2011;2.821,63  ;2821.63
Total;16 País Vasco;9;2010;2.811,02  ;2811.02
Total;16 País Vasco;9;2009;2.833,53  ;2833.53
Total;16 País Vasco;9;2008;2.752,76  ;2752.76
Total;16 País Vasco;9;2007;2.580,56  ;2580.56
Total;16 País Vasco;9;2006;2.465,91  ;2465.91
Total;16 País Vasco;10;2022;4.981,75  ;4981.75
Total;16 País Vasco;10;2021;4.973,70  ;4973.7
Total;16 País Vasco;10;2020;4.733,33  ;4733.33
Total;16 País Vasco;10;2019;4.666,42  ;4666.42
Total;16 País Vasco;10;2018;4.575,85  ;4575.85
Total;16 País Vasco;10;2017;4.521,83  ;4521.83
Total;16 País Vasco;10;2016;4.593,42  ;4593.42
Total;16 País Vasco;10;2015;4.702,46  ;4702.46
Total;16 País Vasco;10;2014;4.406,87  ;4406.87
Total;16 País Vasco;10;2013;4.582,42  ;4582.42
Total;16 País Vasco;10;2012;4.384,20  ;4384.2
Total;16 País Vasco;10;2011;4.271,81  ;4271.81
Total;16 País Vasco;10;2010;4.266,35  ;4266.35
Total;16 País Vasco;10;2009;4.311,94  ;4311.94
Total;16 País Vasco;10;2008;4.331,03  ;4331.03
Total;16 País Vasco;10;2007;3.659,97  ;3659.97
Total;16 País Vasco;10;2006;3.495,51  ;3495.51
Total;17 Rioja, La;Total decil;2022;2.084,79  ;2084.79
Total;17 Rioja, La;Total decil;2021;1.982,28  ;1982.28
Total;17 Rioja, La;Total decil;2020;1.947,27  ;1947.27
Total;17 Rioja, La;Total decil;2019;1.987,39  ;1987.39
Total;17 Rioja, La;Total decil;2018;1.865,72  ;1865.72
Total;17 Rioja, La;Total decil;2017;1.838,41  ;1838.41
Total;17 Rioja, La;Total decil;2016;1.841,78  ;1841.78
Total;17 Rioja, La;Total decil;2015;1.811,75  ;1811.75
Total;17 Rioja, La;Total decil;2014;1.830,41  ;1830.41
Total;17 Rioja, La;Total decil;2013;1.827,10  ;1827.1
Total;17 Rioja, La;Total decil;2012;1.818,49  ;1818.49
Total;17 Rioja, La;Total decil;2011;1.824,38  ;1824.38
Total;17 Rioja, La;Total decil;2010;1.808,96  ;1808.96
Total;17 Rioja, La;Total decil;2009;1.796,47  ;1796.47
Total;17 Rioja, La;Total decil;2008;1.711,69  ;1711.69
Total;17 Rioja, La;Total decil;2007;1.698,76  ;1698.76
Total;17 Rioja, La;Total decil;2006;1.540,74  ;1540.74
Total;17 Rioja, La;1;2022;682,37  ;682.37
Total;17 Rioja, La;1;2021;582,89  ;582.89
Total;17 Rioja, La;1;2020;536,16  ;536.16
Total;17 Rioja, La;1;2019;524,02  ;524.02
Total;17 Rioja, La;1;2018;435,68  ;435.68
Total;17 Rioja, La;1;2017;499,21  ;499.21
Total;17 Rioja, La;1;2016;483,03  ;483.03
Total;17 Rioja, La;1;2015;497,70  ;497.7
Total;17 Rioja, La;1;2014;442,70  ;442.7
Total;17 Rioja, La;1;2013;412,45  ;412.45
Total;17 Rioja, La;1;2012;423,52  ;423.52
Total;17 Rioja, La;1;2011;503,30  ;503.3
Total;17 Rioja, La;1;2010;522,28  ;522.28
Total;17 Rioja, La;1;2009;520,58  ;520.58
Total;17 Rioja, La;1;2008;461,10  ;461.1
Total;17 Rioja, La;1;2007;523,35  ;523.35
Total;17 Rioja, La;1;2006;458,12  ;458.12
Total;17 Rioja, La;2;2022;1.133,78  ;1133.78
Total;17 Rioja, La;2;2021;1.018,69  ;1018.69
Total;17 Rioja, La;2;2020;986,21  ;986.21
Total;17 Rioja, La;2;2019;993,19  ;993.19
Total;17 Rioja, La;2;2018;912,82  ;912.82
Total;17 Rioja, La;2;2017;868,24  ;868.24
Total;17 Rioja, La;2;2016;838,79  ;838.79
Total;17 Rioja, La;2;2015;802,83  ;802.83
Total;17 Rioja, La;2;2014;824,36  ;824.36
Total;17 Rioja, La;2;2013;806,32  ;806.32
Total;17 Rioja, La;2;2012;835,41  ;835.41
Total;17 Rioja, La;2;2011;848,80  ;848.8
